Sort,Variabele,Begrotingsprogramma,Thema,Label,Labelkort,Definitie,Bron,Peildatum,Verschijningsfrequentie,Rekeneenheid,Symbool,Groep,Format,Berekendevariabelen,Themakerncijfertabel,Tussenkopjekerncijfertabel,Kleurenpalet,Legendacode,Sdminimumbevtotaal,Sdminimumwvoorbag,Topicarea,Label1,Definition,Referencedate,Frequency
8290,WCONTACTB_R,"Werk, inkomen en participatie",Participatie,Contact in de buurt (1-10),Contact in de buurt  (1-10),"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: 







In welke mate heeft u contact met buurtbewoners? 







(1=geen contact en 10=zeer veel contact).















Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,3,,,F5.1,,,,1,1,,,Participation,Contact neighbourhood (1-10),"Average answer to the question: 







To what degree are you in contact with your fellow neighbourhood residents? 







1 = not at all and 10 = very much 















Numbers are only available for areas with at least 20 respondents.",n.a.,every two years
8300,WHELP_R,"Werk, inkomen en participatie",Participatie,Mensen helpen elkaar (1-10),Mensen helpen elkaar (1-10),"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: 







Helpen mensen elkaar in uw buurt? (1=nooit en 10=heel vaak).















Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,3,,,F5.1,,,,1,1,,,Participation,People help each other (1-10),"Average answer to the question: 







Do people help each other in your neighbourhood? 







1 = never and 10 = very often 















Numbers are only available for areas with at least 20 respondents.",n.a.,every two years
8310,W65PLUSHELP_R,"Werk, inkomen en participatie",Participatie,Mensen helpen elkaar 65+ (1-10),Mensen helpen elkaar 65+ (1-10),"Gemiddeld rapportcijfer dat 65-plussers geven als antwoord op de vraag: 







Helpen mensen elkaar in uw buurt? (1=nooit en 10=heel vaak).















Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,3,,,F5.1,,,,1,1,,,Participation,People help each other (1-10),"Average answer to the question: 







Do people help each other in your neighbourhood? 







1 = never and 10 = very often 















Numbers are only available for areas with at least 20 respondents.",n.a.,every two years
6580,SRCULTVOORZ_R,"Kunst, Cultuur en Erfgoed",Cultuur,Aanbod culturele voorzieningen (1-10),Culturele voorzieningen (1-10),"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Wat vindt u van het aanbod van culturele voorzieningen in uw buurt? (1=ruim onvoldoende, 10= ruim voldoende).















Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,3,,,F5.1,,,,1,1,,,Culture,Cultural facilities (1-10),"Average answer to the question: 







What is your opinion on the availability of cultural facilities in your neighbourhood? 







1 = very insufficient and 10 = very sufficient 















Numbers are only available for areas with at least 20 respondents.",n.a.,every two years
6660,SRSPORTGELEGENHEDEN_R,Sport,Sport,Sportgelegenheden (1-10),Sportgelegenheden (1-10),"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: 







Wat vindt u van het aanbod van sportgelegenheden in de buurt?















Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,3,,,F5.1,,"Welzijn, zorg en sport",Sport,1,1,,,Sports,Sports facilities (1-10),"Average answer to the question:







What is your opinion on the availability of sports facilities in your neighbourhood? 







1 = very insufficient and 10 = very sufficient















Numbers are only available for areas with at least 20 respondents.",n.a.,every two years
3270,VVEILIGDAG_R,Veiligheid,Veiligheid,Veiligheidsgevoel overdag (1-10),Veiligheidsgevoel dag (1-10),"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Hoe veilig voelt u zich overdag in uw buurt? (1=zeer onveilig, 10=zeer veilig).















Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,3,,,F5.1,,,,1,1,,,Safety,Sense of safety during the day (1-10),"Average score for the question: 







How safe do you feel in your neighbourhood during the day?







(1 = very unsafe and 10 = very safe)















Numbers are only available for areas with at least 20 respondents.",n.a.,every two years
3280,VVEILIGAVOND_R,Veiligheid,Veiligheid,Veiligheidsgevoel 's avonds (1-10),Veiligheidsgevoel avond (1-10),"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Hoe veilig voelt u zich 's avonds in uw buurt? (1=zeer onveilig, 10=zeer veilig).















Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,3,,,F5.1,,,,1,1,,,Safety,Sense of safety in the evening (1-10),"Average score for the question: 







How safe do you feel in your neighbourhood during the evening? 







(1 = very unsafe ,10 = very safe)















Numbers are only available for areas with at least 20 respondents.",n.a.,every two years
3290,V65PLUSVEILIGAVOND_R,Veiligheid,Veiligheid,Veiligheidsgevoel 's avonds 65+ (1-10),Veiligheidsgevoel avond 65+ (1-10),"Gemiddeld rapportcijfer dat 65-plussers geven als antwoord op de vraag: Hoe veilig voelt u zich 's avonds in uw buurt? (1=zeer onveilig, 10=zeer veilig).















Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,3,,,F5.1,,,,1,1,,,Safety,Sense of safety in the evening 65+ (1-10),"Average score by people of 65 and over for the question: 







How safe do you feel in your neighbourhood during the evening? 







(1 = very unsafe ,10 = very safe)















Numbers are only available for areas with at least 20 respondents.",n.a.,every two years
3300,VCRIMINALITEIT_R,Veiligheid,Veiligheid,Overlast criminaliteit (1-10),Overlast criminaliteit (1-10),"Kunt u met een rapportcijfer 1 t/m 10 aangeven in welke mate u overlast ondervindt van criminaliteit? (1= ernstige overlast, 10 =geen overlast).















Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,3,,,F5.1,,,,1,1,,,Safety,Nuisance: crime (1-10),"Average score for the question: 







On a scale of 1 to 10, can you indicate the degree of inconvenience caused to you by criminal activity? 







(1= a lot of inconvenience, 10= little or no inconvenience)















Numbers are only available for areas with at least 20 respondents.







",n.a.,every two years
2910,VKFIETSPARKEREN_R,"Verkeer, Vervoer en Waterstaat",Verkeer,Parkeervoorzieningen fietsen (1-10),Parkeren fietsen (1-10),De vragenlijst en de onderzoeksmethode van de Veiligheidsmonitor zijn in 2021 gewijzigd. Sommige indicatoren zijn hierdoor niet beschikbaar voor eerdere jaren. Voor andere indicatoren geldt dat de vergelijking met eerdere jaren voorzichtig gemaakt dient te worden.,Wonen in Amsterdam,1 april,1 keer in de 2 jaar,3,,,F5.1,,Verkeer en Openbare ruimte,Verkeer,1,1,,,Traffic,Parking facilities bikes (1-10),"Average score given to the question:







What is your opinion on the availability of bike parking facilities in your neighbourhood? 1 = very insufficient and 10 = very sufficient 















The minimum number of respondents is 20.",n.a.,every two years
2930,VKOV_R,"Verkeer, Vervoer en Waterstaat",Verkeer,Aanbod OV (1-10),OV (1-10),"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Wat vindt u van het aanbod van openbaar vervoer in uw buurt? (1=ruim onvoldoende, 10= ruim voldoende).















Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,3,,,F5.1,,Verkeer en Openbare ruimte,Verkeer,1,1,,,Traffic,Public transport (1-10),"What is your opinion on the availability of public transport in your neighbourhood? 







1 = very insufficient and 10 = very sufficient 















Numbers are only available for areas with at least 20 respondents.",n.a.,every two years
2940,VKOV65_R,"Verkeer, Vervoer en Waterstaat",Verkeer,Aanbod OV 65+ (1-10),OV 65+ (1-10),"Gemiddeld rapportcijfer dat bewoners van 65 jaar en ouder geven als antwoord op de vraag: Wat vindt u van het aanbod van openbaar vervoer in uw buurt? (1=ruim onvoldoende, 10= ruim voldoende).















Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,3,,,F5.1,,,,1,1,,,Traffic,Public transport 65+ (1-10),"Average score given by people aged 65 and over to the question:







What is your opinion on the availability of public transport in your neighbourhood? 1 = very insufficient and 10 = very sufficient 















Numbers are only available for areas with at least 20 respondents.",n.a.,every two years
2950,VKOVERLASTVERKEER_R,"Verkeer, Vervoer en Waterstaat",Verkeer,Overlast verkeersdrukte (1-10),Overlast verkeersdrukte (1-10),"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: In welke mate ondervindt u overlast van verkeersdrukte? (1= ernstige overlast, 10 =geen overlast).















Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,3,,,F5.1,,,,1,1,,,Traffic,Nuisance: amount of traffic (1-10),"Average score given to the question:







On a scale of 1 to 10, can you indicate the degree of inconvenience you are experiencing regarding the amount of traffic? 















A low score means that you experience a lot of inconvenience and a high score means that you experience little or no inconvenience.















Numbers are only available for areas with at least 20 respondents.",n.a.,every two years
2920,VKPARKEEROVERLAST_R,"Verkeer, Vervoer en Waterstaat",Verkeer,Parkeeroverlast (1-10),Parkeeroverlast (1-10),"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Kunt u aangeven in welke mate u overlast ondervindt van parkeren? (1= ernstige overlast, 10 =geen overlast).















Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,3,,,F5.1,,,,1,1,,,Traffic,Nuisance: parking (1-10),"On a scale of 1 to 10, can you indicate the degree of inconvenience you are experiencing regarding parking cars? 















A low score means that you experience a lot of inconvenience and a high score means that you experience little or no inconvenience.















Numbers are only available for areas with at least 20 respondents.















",n.a.,every two years
2900,VKPARKEREN_R,"Verkeer, Vervoer en Waterstaat",Verkeer,Parkeervoorzieningen (1-10),Parkeren auto (1-10),"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Wat vindt u van het aanbod van parkeervoorzieningen in uw buurt? (1=ruim onvoldoende, 10= ruim voldoende).















Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,3,,,F5.1,,Verkeer en Openbare ruimte,Verkeer,1,1,,,Traffic,Parking facilities (1-10),"Average score given to the question:







What is your opinion on the availability of parking facilities in your neighbourhood? 







1 = very insufficient and 10 = very sufficient 















The minimum number of respondents is 20.",n.a.,every two years
2960,VKVERKEERSLAWAAI_R,"Verkeer, Vervoer en Waterstaat",Verkeer,Overlast verkeerslawaai (1-10),Overlast verkeerslawaai (1-10),"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: In welke mate ondervindt u overlast van verkeerslawaai? (1= ernstige overlast, 10 =geen overlast).















Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,3,,,F5.1,,,,1,1,,,Traffic,Nuisance: traffic noise (1-10),"Average score given to the question:







On a scale of 1 to 10, can you indicate the degree of inconvenience you are experiencing regarding traffic noise? 















A low score means that you experience a lot of inconvenience and a high score means that you experience little or no inconvenience.















Numbers are only available for areas with at least 20 respondents.















",n.a.,every two years
3520,LBURENOVERLAST_R,Veiligheid,Veiligheid,Overlast: buren (1-10),Overlast buren (1-10),"Kunt u met een rapportcijfer van 1 t/m 10 aangeven in welke mate u overlast ondervindt van buren? (1= ernstige overlast, 10 =geen overlast).















Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,3,,,F5.1,,Openbare orde en veiligheid,Overlast,1,1,,,Safety,Nuisance: neighbours (1-10),"Average answer to the question: 







On a scale of 1 to 10, can you indicate the degree of inconvenience you are experiencing regarding your neighbours? 















A low score means that you experience a lot of inconvenience and a high score means that you experience little or no inconvenience.















Numbers are only available for areas with at least 20 respondents.















",n.a.,every two years
3530,LOVERLASTANDEREGROEPEN_R,Veiligheid,Veiligheid,Overlast: andere personen (1-10),Overlast andere personen (1-10),"Kunt u met een rapportcijfer 1 t/m 10 aangeven in welke mate u overlast ondervindt van andere personen (dan buren)? (1= ernstige overlast, 10 =geen overlast).















Tot en met 2017 werd  gevraagd naar overlast van andere groepen mensen (dan buren). 















Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,3,,,F5.1,,,,1,1,,,Safety,Nuisance: other groups of people (1-10),"Average answer to the question: 







On a scale of 1 to 10, can you indicate the degree of inconvenience you are experiencing regarding other groups of people (= other than your neighbours)? 















A low score means that you experience a lot of inconvenience and a high score means that you experience little or no inconvenience.















Numbers are only available for areas with at least 20 respondents.















",n.a.,every two years
1880,WPARTHUUR,Wonen en Groen,Wonen,Eigendomsverhouding: particuliere huurwoningen,Particuliere huurwoningen,"Adressen die op de peildatum zijn geregistreerd in de Basisregistraties Adressen en Gebouwen (BAG) als woning met een eigendomsverhouding anders dan 'eigenaar-bewoner' of 'flatexplotatieeigenaar woningcorporatie'.















Kleine trendbreuk per 1-1-2021 i.v.m. een nieuwe werkwijze bij het vaststelen vande eigendomsverhouding.",Basisinformatie / Belastingen / O&S,1 januari,1 keer per jaar,2,,eigendomsverhouding woningen,F8.,,,,9,3,,,Housing,Property: Private rent,Number of addresses not registered as property of a housing corporation or the occupant.,1 January,once a year
3540,LHORECAOVERLAST_R,Veiligheid,Veiligheid,Overlast: horeca (1-10),Overlast horeca (1-10),"Kunt u met een rapportcijfer van 1 t/m 10 aangeven in welke mate u overlast ondervindt van horeca? (1= ernstige overlast, 10 =geen overlast).















Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,3,,,F5.1,,,,1,1,,,Safety,Nuisance: catering (1-10),"Average answer to the question: 







On a scale of 1 to 10, can you indicate the degree of inconvenience you are experiencing regarding catering (hotels, restaurants and pubs? 















A low score means that you experience a lot of inconvenience and a high score means that you experience little or no inconvenience.















Numbers are only available for areas with at least 20 respondents.















",n.a.,every two years
8380,WDUBBELGLAS_P,Duurzaamheid,Duurzaamheid,Woningen met dubbelglas (%),Dubbelglas (%),"Aandeel woningen met uitsluitend dubbelglas in de ramen.















De cijfers op wijkniveau zijn gebaseerd op de WIA-buurtindeling. Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,1,%,,F8.,,Duurzaamheid en water,Duurzaamheid,1,1,,,Sustainability,Double glazing (%),"Percentage of homes with only double glazing















Numbers are only available for areas with at least 50 respondents.",n.a.,every two years
2090,WTEKLEIN_P,Wonen en Groen,Wonen,Woning te klein (%),Woning te klein (%),"Aandeel huishoudens dat de eigen woning te klein vindt.















Er zijn alleen cijfers beschikbaar over gebieden met minstens 50 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,1,%,,F8.,,,,2,1,,,Housing,House too small (%),"Percentage of households that states their house is too small. 















Numbers are only available for areas with at least 50 respondents.",n.a.,every two years
2100,WTEGROOT65_P,Wonen en Groen,Wonen,Woning te groot (% 65+),Woning te groot (% 65+),"% Amsterdammers van 65 jaar en ouder die hun eigen woning te groot vinden. 















Er zijn alleen cijfers beschikbaar over gebieden met minstens 50 respondenten. De cijfers op wijkniveau zijn gebaseerd op de WIA-buurtindeling.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,1,%,,F8.,,,,2,1,,,Housing,Residence too big (% 65+ years),"Percentage of the population aged 65 years and over  that think their home is too big. 







Numbers are only available for areas with at least 50 respondents.",n.a.,every two years
2110,WGESCHIKTOUD_P,Wonen en Groen,Wonen,Woning om oud in te worden (%),Woning ouderen geschikt (%),"% Amsterdammers dat denkt dat de eigen woning geschikt is om oud in te worden. 















De cijfers op wijkniveau zijn gebaseerd op de WIA-buurtindeling. N>50.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,1,%,,F8.,,,,1,1,,,Housing,Residence suitable for elderly (%),"Percentage of the population that answered  'yes' to the following question:  







Do you think your current home will be suitable for you when you are older?















Numbers are only available for neighbourhoods with at least 50 respondents.",n.a.,every two years
2120,WGESCHIKTOUD65_P,Wonen en Groen,Wonen,Woning om oud in te worden (% 65+),Woning ouderen geschikt  (% 65+),"% Amsterdammers van 65 jaar en ouder die denken dat de eigen woning geschikt is om oud in te worden. 















De cijfers op wijkniveau zijn gebaseerd op de WIA-buurtindeling. N>50.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,1,%,,F8.,,,,1,1,,,Housing,Residence suitable for  elderly (% 65+ years),"Percentage of the population aged 65 years and over  that answered  ""yes ""to the following question:  















Do you think your current home will be suitable for you when you are older?















Numbers are only available for areas with at least 50 respondents.",n.a.,every two years
2150,WNULTREDE_P,Wonen en Groen,Wonen,Nultredewoningen (%),Nultredewoningen (%),"Aandeel woningen die te bereiken zijn zonder trappen en waarvan alle vertrekken op dezelfde verdieping liggen.















De cijfers op wijkniveau zijn gebaseerd op de WIA-buurtindeling. N>50.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,1,%,,F8.,,,,3,2,,,Housing,One-level housing (%),"Percentage of the housing stock: one-floor homes that can be reached without stairs.















Numbers are only available for areas with at least 50 respondents.",n.a.,every two years
2210,WHUUR_GEM,Wonen en Groen,Wonen,Huur gemiddeld,Huur gemiddeld,"Gemiddelde huur per maand.















De cijfers op wijkniveau zijn gebaseerd op de WIA-buurtindeling. Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,5,euro,,F8.,,,,3,2,,,Housing,Rent: average,"Average rent per month.















Numbers are only available for areas with at least 50 respondents.",n.a.,every two years
2220,WHUURVRIJ_GEM,Wonen en Groen,Wonen,Huur gemiddeld vrije sector,Huur gemiddeld vrije sector,"Gemiddelde huur per maand voor woningen in de vrije sector. D.w.z. met een huur boven de liberalisatiegrens iwaardoor de hoogte van de huur niet meer is gereguleerd en men niet meer in aanmerking kan komen voor huurtoeslag. 















Liberalisatiegrens: 







2019: 720 euro







2017: 711 euro







2015: 711 euro







2013: 681 euro







2011:  643 euro







2009: 622 euro







2007: 605 euro







2005: 583 euro















De cijfers op wijkniveau zijn gebaseerd op de WIA-buurtindeling. Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,5,euro,,F8.,,,,3,2,,,Housing,Rent: average in commercial sector,"Average rent per month for homes in the commercial sector.







The commercial sector consists of all homes with a rent above the rent subsidy limit.















Subsidy limit: 







2019: 720 euro







2017: 711 euro







2015:  711 euro







2013:  681 euro







2011:   643 euro







2009: 622 euro







2007: 605 euro







2005: 583 euro















Numbers are only available for areas with at least 50 respondents.",n.a.,every two years
2230,WHUURKWAL_P,Wonen en Groen,Wonen,Huur: % tot kwaliteitskortingsgrens,Huur<kwaliteitskortingsgrens (%),"Aandeel woningen op de totale woningvoorraad met een huur tot de kwaliteitskortingsgrens. De kwaliteitskortingsgrens is een begrip uit de huurtoeslag. Bij een huur boven deze grens ontvangt men minder huurtoeslag vanwege de naar verwachting betere kwaliteit van de woning.    















Kwaliteitskortingsgrens:

2023: 552 euro



2021: 442 euro



2019: 424 euro







2017: 414 euro







2015: 403 euro















De cijfers op wijkniveau zijn gebaseerd op de WIA-buurtindeling. Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,1,%,huurprijs woning,F8.,,,,3,2,,,Housing,Rent: % rent below deduction limit,"Percentage of housing stock: homes with a rent below the quality deduction  limit















Quality deduction limit:

2023: 552 euro



2021: 442 euro



2019: 424 euro







2017: 414 euro







2015: 403 euro













Since 2015 the definition of the housing stock includes relative small rental houses, like student homes. 















Numbers are only available for areas with at least 50 respondents.",n.a.,every two years
2240,WHUURTSLG_P,Wonen en Groen,Wonen,Huur: % sociaal,Sociale huur (%),"Aandeel sociale huurwoningen op de totale woningvoorraad. Sociale huur wil zeggen dat de huur niet boven de huurtoeslaggrens uitkomt.



2023: 808 euro





2021: 752 euro





2019: 720 euro







2017:  711 euro







2015:  711 euro







2013:  681 euro







2011:   643 euro







2009: 622 euro







2007: 605 euro







2005: 583 euro















In 2015 is de definitie van de woningvoorraad verruimd met voornamelijk relatief kleine huurwoningen. De cijfers tot en met 2013 zijn gebaseerd op de oude definitie van de woningvoorraad.















De cijfers op wijkniveau zijn gebaseerd op de WIA-buurtindeling. Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,1,%,,F8.,,Stedelijke ontwikkeling en wonen,Woningprijzen,3,2,,,Housing,Rent: % rent below subsidy limit,"Percentage of housing stock with a rent below the limit for rent subsidy.















Subsidy limit: 

2023: 808 euro





2021: 752 euro





2019: 720 euro







2017: 711 euros







2015:  711 euro







2013:  681 euro







2011:   643 euro







2009: 622 euro







2007: 605 euro







2005: 583 euro















Since 2015 the definition of the housing stock includes relative small rental houses, like student homes. 















Numbers are only available for areas with at least 50 respondents.",n.a.,every two years
2250,WHUURMIDDEN_P,Wonen en Groen,Wonen,Huur: % midden,Middelhoge huur (%),"Aandeel woningen met een middeldure huur op de totale woningvoorraad.







2023: 808 euro -1.123 euro



2021: 752 euro -1.053 euro



2019: 720 euro - 1.009 euro







2017:  711  euro - 971 euro







2015:  711 euro - 971 euro







2013:  681 euro - 930 euro







2011:   643 euro -900 euro







2009: 622 euro - 870 euro







2007: 605 euro - 847 euro







2005: 583 euro - 816 euro















In 2015 is de definitie van de woningvoorraad aangepast en verruimd met voornamelijk relatief kleine huurwoningen die voorheen buiten de definitie vielen. De cijfers tot en met 2013 zijn gebaseerd op de oude definitie van de woningvoorraad.















De cijfers op wijkniveau zijn gebaseerd op de WIA-buurtindeling. Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,1,%,huurprijs woning,F8.,,,,3,2,,,Housing,Rent: % middle,"Percentage of the housing stock with a middle high rent.









2023: 808 euro -1.123 euro



2021: 752 euro -1.053 euro





2019:  720 euro - 1.009 euro







2017: 711 euro - 971 euro







2015:  711 euro - 971 euro







2013:  681 euro - 930 euro







2011:   643 euro -900 euro







2009: 622 euro - 870 euro







2007: 605 euro - 847 euro







2005: 583 euro - 816 euro















Since 2015 the definition of the housing stock includes relative small rental houses, like student homes. 















Numbers are only available for areas with at least 50 respondents.",n.a.,every two years
2260,WHUURHOOG_P,Wonen en Groen,Wonen,Huur: % hoog,Hoge huur (%),"Aandeel woningen met een hoge huur op de totale woningvoorraad.







2023: >1.123 euro



2021: >1.053 euro



2019: > 1.009 euro







2017:  > 971 euro







2015:  > 971 euro







2013:  > 930 euro







2011:   > 900 euro







2009: > 870 euro







2007: > 847 euro







2005: >816 euro















In 2015 is de definitie van de woningvoorraad verruimd met voornamelijk relatief kleine huurwoningen die voorheen buiten de definitie vielen. De cijfers tot 2015 zijn gebaseerd op de oude definitie van de woningvoorraad.















De cijfers op wijkniveau zijn gebaseerd op de WIA-buurtindeling. Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,1,%,huurprijs woning,F8.,,,,3,2,,,Housing,Rent: % high,"Percentage of the housing stock with a high rent



2023: >1.123 euro



2021: >1.053 euro



2019: > 1.009 euro







2017:  > 971 euro







2015:  > 971 euro







2013:  > 930 euro







2011:   > 900 euro







2009: > 870 euro







2007: > 847 euro







2005: >816 euro















Since 2015 the definition of the housing stock includes relative small rental houses, like student homes. 















Numbers are only available for areas with at least 50 respondents.",n.a.,every two years
2270,WHUURSOCCORP_P,Wonen en Groen,Wonen,Huur: % sociaal (corporatie),Sociale huur (corporatie %),"Aandeel sociale huurwoningen in het bezit van een woningcorporatie op de totale woningvoorraad. Sociale huur wil zeggen dat de huur niet boven de huurtoeslaggrens uitkomt.





2023: 808 euro



2021: 752 euro





2019: 720 euro







2017:  711 euro







2015:  711 euro







2013:  681 euro







2011:   643 euro







2009: 622 euro







2007: 605 euro







2005: 583 euro















In 2015 is de definitie van de woningvoorraad verruimd met voornamelijk relatief kleine huurwoningen. De cijfers tot en met 2013 zijn gebaseerd op de oude definitie van de woningvoorraad.















De cijfers op wijkniveau zijn gebaseerd op de WIA-buurtindeling. Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,1,%,,F8.,,,,3,2,,,Housing,Rent: % social (corporation),"Percentage of the housing stock that is owned by a corporation and has a rent below the maximum limit for rent subsidy.















Subsidy limit: 



2023: 808 euro



2021: 752 euro



2019: 720 euro







2017: 711 euro







2015:  711 euro







2013:  681 euro







2011:   643 euro







2009: 622 euro







2007: 605 euro







2005: 583 euro















Since 2015 the definition of the housing stock includes relative small rental houses, like student homes. 















Numbers are only available for areas with at least 50 respondents.",,
2280,WHUURSOCPART_P,Wonen en Groen,Wonen,Huur: % sociaal (particulier),Sociale huur (particulier %),"Aandeel sociale huurwoningen in het bezit van particulieren op de totale woningvoorraad. Sociale huur wil zeggen dat de huur niet boven de huurtoeslaggrens uitkomt.







2023: 808 euro



2021: 752 euro







2019: 720 euro







2017:  711 euro







2015:  711 euro







2013:  681 euro







2011:   643 euro







2009: 622 euro







2007: 605 euro







2005: 583 euro















In 2015 is de definitie van de woningvoorraad verruimd met voornamelijk relatief kleine huurwoningen. De cijfers tot 2015 zijn gebaseerd op de oude definitie van de woningvoorraad.















De cijfers op wijkniveau zijn gebaseerd op de WIA-buurtindeling. Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,1,%,,F8.,,,,3,2,,,Housing,Rent: % social (private sector),"Percentage of the housing stock that is owned by the private sector and has a rent below the maximum limit for rent subsidy.















Subsidy limit: 



2023: 808 euro



2021: 752 euro



2019: 720 euro







2017: 711 euro







2015:  711 euro







2013:  681 euro







2011:   643 euro







2009: 622 euro







2007: 605 euro







2005: 583 euro















Since 2015 the definition of the housing stock includes relative small rental houses, like student homes. 















Numbers are only available for areas with at least 50 respondents.",,
4000,BHHOTBED,Economie,Economie,Hotelbedden,Hotelbedden,"Aantal hotelbedden Waarden van 1, 2, 3 of 4 zijn afgerond naar 5",O&S,1 juli,1 keer per jaar,2,,,F8.,,,,9,3,,,Commercial activities,Hotel beds,Number of hotel beds,1 July,once a year
